dis,Dimasa,Bodo-Garo,"Latn, Beng"
diu,Gciriku,Kavango,Latn
diw,Northwestern Dinka,Dinka-Nuer,Latn
dix,Dixon Reef,North-Central Vanuatu,Latn
diy,Diuwe,Trans-New Guinea,
diz,Ding,Boma-Dzing,Latn
dja,Djadjawurrung,Pama-Nyungan,Latn
djb,Djinba,Yolngu,Latn
djc,Dar Daju Daju,Daju,Latn
djd,Jaminjung,Mirndi,Latn
dje,Zarma,Songhay,"Latn, Arab, Brai"
djf,Djangun,Paman,Latn
dji,Djinang,Yolngu,Latn
djj,Ndjébbana,Arnhem,Latn
djk,Aukan,creole or pidgin,"Latn, Afak"
djl,Djiwarli,Southwest Pama-Nyungan,Latn
djm,Jamsay,Plains Dogon,Latn
djn,Djauan,Gunwinyguan,Latn
djo,Jangkang,Land Dayak,
djr,Djambarrpuyngu,Yolngu,Latn
dju,Kapriman,Sepik,Latn
djw,Djawi,Nyulnyulan,Latn
dka,Dakpa,East Bodish,Tibt
dkk,Dakka,South Sulawesi,
dkr,Kuijau,North Bornean,
dks,Southeastern Dinka,Dinka-Nuer,Latn
dkx,Mazagway,Central Chadic,Latn
dlg,Dolgan,Siberian Turkic,Cyrl
dlk,Dahalik,Ethiopian Semitic,Ethi
dlm,Dalmatian,Italo-Dalmatian,Latn
dln,Darlong,Kukish,Latn
dma,Duma,Nzebi,Latn
dmb,Mombo Dogon,West Dogon,Latn
dmc,Gavak,Madang,Latn
dmd,Madhi Madhi,Pama-Nyungan,Latn
dme,Dugwor,Central Chadic,Latn
dmf,Medefaidrin,constructed,Medf
dmg,Upper Kinabatangan,Sabahan,Latn
dmk,Domaaki,Dardic,
dml,Dameli,Dardic,
dmm,Dama (Nigeria),Mbum,Latn
dmo,Kemezung,Eastern Beboid,Latn
dmr,East Damar,Central-Eastern Malayo-Polynesian,Latn
dms,Dampelas,Tomini-Tolitoli,Latn
dmu,Dubu,Pauwasi,Latn
dmv,Dumpas,Sabahan,Latn
dmw,Mudburra,Pama-Nyungan,Latn
dmx,Dema,Shona,Latn
dmy,Demta,Sentani,Latn
dna,Upper Grand Valley Dani,Trans-New Guinea,Latn
dnd,Daonda,Border,Latn
dne,Ndendeule,Mbinga,Latn
dng,Dungan,Sinitic,"Cyrl, Hani, Arab"
dni,Lower Grand Valley Dani,Trans-New Guinea,Latn
dnj,Dan,Mano-Dan,Latn
dnk,Dengka,Timoric,Latn
dnn,Dzuun,Samogo,
dno,Ndrulo,Lendu,
dnr,Danaru,Madang,Latn
dnt,Mid Grand Valley Dani,Trans-New Guinea,Latn
dnu,Danau,Palaungic,
dnv,Danu,Burmish,
dnw,Western Dani,Trans-New Guinea,Latn
dny,Dení,Arauan,Latn
doa,Dom,Trans-New Guinea,Latn
dob,Dobu,Western Oceanic,Latn
doc,Northern Kam,Kra-Dai,Latn
doe,Doe,Ruvu,Latn
dof,Domu,Trans-New Guinea,Latn
doh,Dong,Dakoid,Latn
doi,Dogri,Western Pahari,"Deva, Takr, fa-Arab, Dogr"
dok,Dondo,Tomini-Tolitoli,Latn
dol,Doso,Papuan,Latn
don,Doura,Western Oceanic,Latn
doo,Dongo,Mba,Latn
dop,Lukpa,Eastern Gurunsi,Latn
doq,Dominican Sign Language,sign,Latn
dor,Dori'o,Southeast Solomonic,Latn
dos,Dogosé,Gur,Latn
dot,Dass,West Chadic,Latn
dov,Toka-Leya,Botatwe,Latn
dow,Doyayo,Duru,Latn
dox,Bussa,Cushitic,Latn
doy,Dompo,Guang,Latn
doz,Dorze,North Ometo,Latn
dpp,Papar,Sabahan,Latn
drb,Dair,Hill Nubian,Latn
drc,Minderico,West Iberian,Latn
drd,Darmiya,Almora,
drg,Rungus,Sabahan,Latn
dri,Lela,Northwest Kainji,Latn
drl,Baagandji,Pama-Nyungan,Latn
drn,West Damar,Timoric,Latn
dro,Daro-Matu Melanau,North Bornean,Latn
drq,Dura,Greater Magaric,
drs,Gedeo,Cushitic,Ethi
dru,Rukai,Austronesian,Latn
dry,Darai,Bhil,Deva
dsb,Lower Sorbian,Sorbian,Latn
dse,Dutch Sign Language,sign,Latn
dsh,Daasanach,Cushitic,Latn
dsi,Disa,Bagirmi,Latn
dsl,Danish Sign Language,sign,Latn
dsn,Dusner,Halmahera-Cenderawasih,Latn
dso,Desiya,Eastern Indo-Aryan,Orya
dsq,Tadaksahak,Songhay,"Arab, Latn"
dta,Daur,Mongolic,"Latn, Hani, Cyrl, Mong"
dtb,Labuk-Kinabatangan Kadazan,Sabahan,Latn
dtd,Ditidaht,Wakashan,Latn
dth,Adithinngithigh,Paman,Latn
dti,Ana Tinga Dogon,Dogon,Latn
dtk,Tene Kan Dogon,Plains Dogon,Latn
dtm,Tomo Kan Dogon,Plains Dogon,Latn
dto,Tommo So,Escarpment Dogon,Latn
dtp,Central Dusun,Sabahan,Latn
dtr,Lotud,Sabahan,Latn
dts,Toro So Dogon,Escarpment Dogon,Latn
dtt,Toro Tegu Dogon,Plains Dogon,Latn
dtu,Tebul Ure Dogon,Dogon,Latn
dty,Doteli,Pahari,Deva
dua,Duala,Sawabantu,Latn
dub,Dubli,Bhil,
duc,Duna,Papuan,Latn
due,Umiray Dumaget Agta,Philippine,Latn
duf,Dumbea,New Caledonian,Latn
dug,Chiduruma,Mijikenda,Latn
duh,Dungra Bhil,Bhil,"Deva, Gujr"
dui,Dumun,Madang,Latn
duk,Uyajitaya,Madang,Latn
dul,Alabat Island Agta,Philippine,Latn
dum,Middle Dutch,West Germanic,Latn
dun,Dusun Deyah,East Barito,Latn
duo,Dupaningan Agta,Philippine,Latn
dup,Duano,Malayic,Latn
duq,Dusun Malang,East Barito,Latn
dur,Dii,Duru,Latn
dus,Dumi,Western Kiranti,Deva
duu,Drung,Nungish,
duv,Duvle,Lakes Plain,Latn
duw,Dusun Witu,East Barito,Latn
dux,Duun,Samogo,Latn
duy,Dicamay Agta,Philippine,Latn
duz,Duli,Adamawa,Latn
dva,Duau,Western Oceanic,Latn
dwa,Diri,West Chadic,Latn
dwr,Dawro,North Ometo,"Ethi, Latn"
dwu,Dhuwal,Yolngu,Latn
dww,Dawawa,Western Oceanic,Latn
dwy,Dhuwaya,Yolngu,Latn
dwz,Dewas Rai,Bhil,
dya,Dyan,Gur,Latn
dyb,Dyaberdyaber,Nyulnyulan,Latn
dyd,Dyugun,Nyulnyulan,Latn
dyg,Villa Viciosa Agta,Philippine,Latn
dyi,Djimini,Tagwana-Djimini,Latn
dym,Yanda Dogon,Dogon,Latn
dyn,Dyangadi,Central New South Wales,Latn
dyo,Jola-Fonyi,Jola,Latn
dyu,Dyula,Manding,Latn
dyy,Dyaabugay,Paman,Latn
dza,Tunzu,Jera,Latn
dzg,Dazaga,Saharan,Latn
dzl,Dzala,East Bodish,Tibt
dzn,Dzando,Buja-Ngombe,Latn
ebg,Ebughu,Lower Cross River,Latn
ebk,Eastern Bontoc,Philippine,Latn
ebr,Ebrié,Potou-Tano,Latn
ebu,Embu,Kikuyu-Kamba,Latn
ecr,Eteocretan,,Grek
ecs,Ecuadorian Sign Language,sign,Latn
ecy,Eteocypriot,,Cprt
eee,E,mixed,"Hani, Latn"
efa,Efai,Ibibio-Efik,Latn
efe,Efe,Mangbutu-Lese,Latn
efi,Efik,Ibibio-Efik,Latn
ega,Ega,Atlantic-Congo,Latn
egl,Emilian,Gallo-Italic,Latn
ego,Eggon,South Plateau,Latn
egy,Egyptian,Egyptian,"Latinx, Egyp, Egyd"
ehu,Ehueun,Northwestern Edoid,Latn
eip,Eipomek,Trans-New Guinea,Latn
eit,Eitiep,Torricelli,Latn
eiv,Askopan,North Bougainville,Latn
eja,Ejamat,Jola-Felupe,Latn
eka,Ekajuk,Ekoid,Latn
eke,Ekit,Ibibio-Efik,Latn
ekg,Ekari,Trans-New Guinea,Latn
eki,Eki,Ibibio-Efik,Latn
ekl,Kolhe,Munda,Latn
ekm,Elip,Yambasa,Latn
eko,Koti,Makua,Latn
ekp,Ekpeye,Igboid,Latn
ekr,Yace,Idomoid,Latn
eky,Eastern Kayah,Karen,Kali
ele,Elepi,Torricelli,Latn
elh,El Hugeirat,Hill Nubian,Latn
eli,Nding,Talodi,Latn
elk,Elkei,Torricelli,Latn
elm,Eleme,Ogoni,Latn
elo,El Molo,Cushitic,Latn
elu,Elu,Admiralty Islands,Latn
elx,Elamite,isolate,Xsux
ema,Emai,Edo-Esan-Ora,Latn
emb,Embaloh,Malayo-Polynesian,Latn
eme,Emerillon,Tupi-Guarani,Latn
emg,Eastern Meohang,Eastern Kiranti,Deva
emi,Mussau-Emira,Western Oceanic,Latn
emk,Eastern Maninkakan,Maninka,"Latn, Arab, Nkoo"
emm,Mamulique,Pakawan,Latn
emn,Eman,Central Tivoid,Latn
emp,Northern Emberá,Chocoan,Latn
ems,Alutiiq,Yupik,Latn
emu,Eastern Muria,Dravidian,
emw,Emplawas,Timoric,Latn
emx,Erromintxela,mixed,Latn
emy,Epigraphic Mayan,Mayan,Maya
ena,Apali,Madang,Latn
enb,Markweeta,Nandi-Markweta,Latn
enc,En,Buyang,Latn
end,Ende,Central-Eastern Malayo-Polynesian,Latn
enf,Forest Enets,Samoyedic,Latn
enh,Tundra Enets,Samoyedic,Latn
enl,Enlhet,Mascoian,Latn
enm,Middle English,West Germanic,Latn
enn,Engenni,Delta Edoid,Latn
eno,Enggano,Malayo-Polynesian,Latn
enq,Enga,Engan,Latn
enr,Emem,Pauwasi,
enu,Enu,Loloish,
env,Enwan,Yekhee,Latn
enw,Enwang,Lower Cross River,Latn
enx,Enxet,Mascoian,Latn
eot,Eotile,Potou-Tano,Latn
epi,Epie,Delta Edoid,Latn
era,Eravallan,Dravidian,
erg,Sie,Central-Eastern Oceanic,Latn
erh,Eruwa,Southwestern Edoid,Latn
eri,Ogea,Madang,Latn
erk,South Efate,North-Central Vanuatu,Latn
ero,Horpa,Rgyalrongic,
err,Erre,isolate,Latn
ers,Ersu,Qiangic,Latn
ert,Eritai,Lakes Plain,Latn
erw,Erokwanas,Halmahera-Cenderawasih,Latn
ese,Ese Ejja,Tacanan,Latn
esh,Eshtehardi,Tatic,"fa-Arab, Latn"
esi,North Alaskan Inupiatun,Inuit,Latn
esk,Northwest Alaska Inupiatun,Inuit,Latn
esl,Egyptian Sign Language,sign,
esm,Esuma,Kwa,Latn
esn,Salvadoran Sign Language,sign,Latn
eso,Estonian Sign Language,sign,Latn
esq,Esselen,isolate,Latn
ess,Central Siberian Yupik,Yupik,Cyrl
esu,Yup'ik,Yupik,Latn
esy,Eskayan,constructed,Latn
etb,Etebi,Ibibio-Efik,Latn
etc,Etchemin,Eastern Algonquian,Latn
eth,Ethiopian Sign Language,sign,
etn,Eton (Vanuatu),Oceanic,Latn
eto,Eton (Cameroon),Beti,Latn
etr,Edolo,Trans-New Guinea,Latn
ets,Yekhee,Yekhee,Latn
ett,Etruscan,Tyrsenian,Ital
etu,Ejagham,Ekoid,Latn
etx,Eten,Beromic,Latn
etz,Semimi,Mairasi,Latn
eve,Even,Tungusic,"Cyrl, Latn"
evh,Uvbie,Southwestern Edoid,Latn
evn,Evenki,Tungusic,Cyrl
ewo,Ewondo,Beti,Latn
ext,Extremaduran,West Iberian,Latn
eya,Eyak,Na-Dene,Latn
eyo,Keiyo,Nandi-Markweta,Latn
eza,Ezaa,Igboid,Latn
eze,Uzekwe,North-South Upper Cross River,Latn
faa,Fasu,Kutubuan,Latn
fab,Annobonese,creole or pidgin,Latn
fad,Wagi,Madang,Latn
faf,Fagani,Southeast Solomonic,Latn
fag,Finongan,Finisterre,Latn
fah,Baissa Fali,Benue-Congo,Latn
fai,Faiwol,Ok,Latn
faj,Faita,Madang,Latn
fak,Fang (Beboid),Beboid,Latn
fal,South Fali,Fali,Latn
fam,Fam,Mambiloid,Latn
fan,Fang (Bantu),Beti,Latn
fap,Palor,Cangin,Latn
far,Fataleka,Southeast Solomonic,Latn
fau,Fayu,Lakes Plain,Latn
fax,Fala,West Iberian,Latn
fay,Southwestern Fars,Southwestern Iranian,
faz,Northwestern Fars,Southwestern Iranian,
fbl,West Albay Bikol,Philippine,Latn
fcs,Quebec Sign Language,sign,Latn
fer,Feroge,Sere,Latn
ffi,Foia Foia,Trans-New Guinea,Latn
fgr,Fongoro,Central Sudanic,Latn
fia,Nobiin,Nubian,Latn
fie,Fyer,West Chadic,Latn
fip,Fipa,Mwika,Latn
fir,Firan,Central Plateau,Latn
fit,Meänkieli,Finnic,Latn
fiw,Fiwaga,Kutubuan,Latn
fkk,Kirya-Konzel,Central Chadic,Latn
fkv,Kven,Finnic,Latn
fla,Montana Salish,Salishan,Latn
flh,Foau,Lakes Plain,Latn
fli,Fali,Central Chadic,Latn
fll,North Fali,Fali,Latn
fln,Flinders Island,Paman,Latn
flr,Fuliiru,Shi-Havu,Latn
fly,Tsotsitaal,creole or pidgin,Latn
fmp,Fe'fe',Bamileke,Latn
fmu,Far Western Muria,Dravidian,
fng,Fanagalo,creole or pidgin,Latn
fni,Fania,Bua,Latn
fod,Foodo,Guang,Latn
foi,Foi,Kutubuan,Latn
fom,Foma,Soko-Kele,Latn
fon,Fon,Gbe,Latn
for,Fore,Kainantu-Goroka,Latn
fos,Siraya,Austronesian,Latn
fpe,Pichinglis,creole or pidgin,Latn
fqs,Fas,Papuan,Latn
frd,Fordata,Malayo-Polynesian,Latn
frm,Middle French,Oïl,Latn
fro,Old French,Oïl,"Latn, Hebr"
frp,Franco-Provençal,Romance,Latn
frq,Forak,Finisterre,Latn
frr,North Frisian,Frisian,Latn
frt,Fortsenal,North-Central Vanuatu,Latn
fse,Finnish Sign Language,sign,Latn
fsl,French Sign Language,French Sign Languages,Latn
fss,Finnish-Swedish Sign Language,sign,Latn
fud,East Futuna,Nuclear Polynesian,Latn
fuj,Ko,Heiban,Latn
fum,Fum,Nkambe,Latn
fun,Fulniô,isolate,Latn
fur,Friulian,Rhaeto-Romance,Latn
fut,Futuna-Aniwa,Nuclear Polynesian,Latn
fuu,Furu,Birri-Kresh,Latn
fuy,Fuyug,Trans-New Guinea,Latn
fvr,Fur,Fur,Latn
fwa,Fwâi,New Caledonian,Latn
fwe,Fwe,Botatwe,Latn
gaa,Ga,Ga-Dangme,Latn
gab,Gabri,East Chadic,Latn
gac,Mixed Great Andamanese,Northern Great Andamanese,Latn
gad,Gaddang,Philippine,Latn
gae,Warekena,Nawiki,Latn
gaf,Gende,Kainantu-Goroka,Latn
gag,Gagauz,Oghuz,"Latn, Cyrl"
gah,Alekano,Kainantu-Goroka,Latn
gai,Borei,Papuan,Latn
gaj,Gadsup,Kainantu-Goroka,Latn
gak,Gamkonora,West Papuan,Latn
gal,Galoli,Timoric,Latn
gam,Kandawo,Trans-New Guinea,Latn
gan,Gan,Sinitic,Hani
gao,Gants,Madang,Latn
gap,Gal,Madang,Latn
gaq,Gata',Munda,
gar,Galeya,Western Oceanic,Latn
gas,Adiwasi Garasia,Bhil,
gat,Kenati,Kainantu-Goroka,Latn
gau,Kondekor,Dravidian,
gaw,Nobonob,Papuan,Latn
gay,Gayo,Northwest Sumatran,Latn
gba,Gbaya,Gbaya,Latn
gbb,Kaytetye,Arandic,Latn
gbd,Karadjeri,Pama-Nyungan,Latn
gbe,Niksek,Papuan,Latn
gbf,Gaikundi,Sepik,Latn
gbg,Gbanziri,Gbanziri,Latn
gbh,Defi Gbe,Gbe,Latn
gbi,Galela,West Papuan,Latn
gbj,Bodo Gadaba,Munda,Orya
gbk,Gaddi,Western Pahari,"Deva, Takr"
gbl,Gamit,Bhil,"Deva, Gujr"
gbm,Garhwali,Pahari,Deva
gbn,Mo'da,Bongo-Baka,Latn
gbo,Northern Grebo,Grebo,Latn
gbp,Gbaya-Bossangoa,Western Gbaya,Latn
gbq,Gbaya-Bozoum,Western Gbaya,Latn
gbr,Gbagyi,Nupe-Gbagyi,Latn
gbs,Gbesi Gbe,Phla–Pherá,Latn
gbu,Gagadu,Arnhem,Latn
gbv,Gbanu,Eastern Gbaya,Latn
gbw,Gabi,Pama-Nyungan,Latn
gbx,Eastern Xwla Gbe,Phla–Pherá,Latn
gby,Gbari,Nupe-Gbagyi,Latn
gcc,Mali,Baining,Latn
gcd,Ganggalida,Tangkic,Latn
gce,Galice,Pacific Coast Athabaskan,Latn
gcf,Antillean Creole,creole or pidgin,Latn
gcl,Grenadian Creole English,creole or pidgin,Latn
gcn,Gaina,Trans-New Guinea,Latn
gcr,Guianese Creole,creole or pidgin,Latn
gct,Colonia Tovar German,West Germanic,Latn
gdb,Ollari,Dravidian,
gdc,Gugu Badhun,Pama-Nyungan,Latn
gdd,Gedaged,Western Oceanic,Latn
gde,Gude,Central Chadic,Latn
gdf,Guduf-Gava,Central Chadic,Latn
gdg,Ga'dang,Philippine,
gdh,Gadjerawang,Jarrakan,Latn
gdi,Gundi,Baka,Latn
gdj,Kurtjar,Paman,Latn
gdk,Gadang,East Chadic,Latn
gdl,Dirasha,Cushitic,Ethi
gdm,Laal,,Latn
gdn,Umanakaina,Trans-New Guinea,Latn
gdo,Godoberi,Avaro-Andian,Cyrl
gdq,Mehri,Modern South Arabian,"Arab, Latn"
gdr,Wipi,Papuan,Latn
gds,Ghandruk Sign Language,sign,
gdt,Kungardutyi,Karnic,Latn
gdu,Gudu,Central Chadic,Latn
gdx,Godwari,Western Indo-Aryan,
gea,Geruma,West Chadic,Latn
geb,Kire,Papuan,Latn
gec,Gboloo Grebo,Grebo,Latn
ged,Gade,Nupoid,Latn
geg,Gengle,Mumuye-Yendang,Latn
geh,Hutterisch,West Germanic,Latn
gei,Gebe,Halmahera-Cenderawasih,Latn
gej,Gen,Gbe,Latn
gek,Gerka,West Chadic,Latn
gel,Fakkanci,Northwest Kainji,Latn
geq,Geme,Zande,Latn
ges,Geser-Gorom,Central Maluku,Latn
gev,Viya,Tsogo,Latn
gew,Gera,West Chadic,Latn
gex,Garre,Cushitic,Latn
gey,Enya,Mbole-Enya,Latn
gez,Ge'ez,Ethiopian Semitic,Ethi
gfk,Patpatar,Western Oceanic,Latn
gft,Gafat,Ethiopian Semitic,"Ethi, Latn"
gga,Gao,Western Oceanic,Latn
ggb,Gbii,Western Kru,Latn
ggd,Gugadj,Paman,Latn
gge,Guragone,Arnhem,Latn
ggg,Gurgula,Western Indo-Aryan,Arab
ggk,Kungarakany,Arnhem,Latn
ggl,Ganglau,Madang,Latn
ggn,Eastern Gurung,Tamangic,"Deva, Latn"
ggt,Gitua,Western Oceanic,Latn
ggu,Gban,Nwa-Beng,Latn
ggw,Gogodala,Papuan Gulf,Latn
gha,Ghadames,Berber,Latn
ghe,Southern Ghale,Tamangic,Deva
ghh,Northern Ghale,Tamangic,Deva
ghk,Geko Karen,Karen,
ghl,Ghulfan,Hill Nubian,Latn
ghn,Ghanongga,Western Oceanic,Latn
gho,Ghomara,Berber,
ghr,Ghera,Western Hindi,
ghs,Guhu-Samane,Trans-New Guinea,Latn
ght,Kutang Ghale,Tamangic,Tibt
gia,Kitja,Jarrakan,Latn
gib,Gibanawa,creole or pidgin,Latn
gid,Gidar,Central Chadic,Latn
gie,Guébie,Dida,Latn
gig,Goaria,Western Indo-Aryan,Arab
gih,Githabul,Pama-Nyungan,Latn
gil,Gilbertese,Micronesian,Latn
gim,Gimi (Goroka),Papuan,Latn
gin,Hinukh,Tsezian,Cyrl
gio,Gelao,Kra-Dai,
gip,Gimi (Austronesian),Western Oceanic,
giq,Green Gelao,Gelao,
gir,Red Gelao,Gelao,
gis,North Giziga,Central Chadic,
git,Gitxsan,Tsimshianic,
giu,Mulao,Gelao,
giw,White Gelao,Gelao,
gix,Gilima,Mbaka,Latn
giy,Giyug,,
giz,South Giziga,Central Chadic,
gji,Geji,West Chadic,Latn
gjk,Kachi Koli,Western Indo-Aryan,
gjm,Gunditjmara,Pama-Nyungan,
gjn,Gonja,Guang,Latn
gju,Gojri,Western Indo-Aryan,
gka,Guya,Finisterre,Latn
gkd,Magɨ,Madang,Latn
gke,Ndai,Mbum,
gkn,Gokana,Ogoni,Latn
gko,Kok-Nar,Paman,Latn
gkp,Guinea Kpelle,Southwestern Mande,
glc,Bon Gula,Bua,
gld,Nanai,Tungusic,Cyrl
glh,Northwest Pashayi,Dardic,
glj,Kulaal,Bua,
glk,Gilaki,Caspian,fa-Arab
glo,Galambu,West Chadic,Latn
glr,Glaro-Twabo,Wee,
glu,Gula,Bagirmi,
glw,Glavda,Central Chadic,Latn
gly,Gule,Koman,
gma,Gambera,Worrorran,
gmb,Gula'alaa,Southeast Solomonic,Latn
gmd,Mághdì,Bikwin-Jen,
gmg,Magiyi,Madang,Latn
gmh,Middle High German,West Germanic,Latn
gml,Middle Low German,West Germanic,Latn
gmm,Gbaya-Mbodomo,Eastern Gbaya,Latn
gmn,Gimnime,Duru,
gmu,Gumalu,Madang,
gmv,Gamo,North Ometo,"Latn, Ethi"
gmx,Magoma,Bena-Kinga,
gmy,Mycenaean Greek,Hellenic,Linb
gmz,Mgbo,Igboid,
gna,Kaansa,Gur,
gnb,Gangte,Kukish,
gnc,Guanche,Berber,
gnd,Zulgo-Gemzek,Central Chadic,Latn
gne,Ganang,Central Plateau,
gng,Ngangam,Gurma,
gnh,Lere,Jera,
gni,Gooniyandi,Bunuban,Latn
gnj,Ngen,Nwa-Beng,Latn
gnk,ǁGana,Kalahari Khoe,
gnl,Gangulu,Pama-Nyungan,
gnm,Ginuman,Trans-New Guinea,
gnn,Gumatj,Yolngu,Latn
gnq,Gana,Sabahan,
gnr,Gureng Gureng,Pama-Nyungan,
gnt,Guntai,Papuan,
gnu,Gnau,Torricelli,
gnw,Western Bolivian Guaraní,Tupi-Guarani,Latn
gnz,Ganzi,Baka,Latn
goa,Guro,Mano-Dan,Latn
gob,Playero,Guahiban,
goc,Gorakor,Western Oceanic,Latn
god,Godié,Bété,
goe,Gongduk,Sino-Tibetan,
gof,Gofa,North Ometo,"Latn, Ethi"
gog,Gogo,Ruvu,Latn
goh,Old High German,West Germanic,Latn
goi,Gobasi,Trans-New Guinea,Latn
goj,Gowlan,Southern Indo-Aryan,
gol,Gola,Atlantic-Congo,
gon,Gondi,Dravidian,"Telu, Gonm, Gong"
goo,Gone Dau,Central-Eastern Oceanic,Latn
gop,Yeretuar,Halmahera-Cenderawasih,Latn
goq,Gorap,creole or pidgin,
gor,Gorontalo,Philippine,Latn
got,Gothic,East Germanic,"Goth, Runr"
gou,Gavar,Central Chadic,
gow,Gorowa,Cushitic,
gox,Gobu,Central Banda,
goy,Goundo,Kim,
goz,Gozarkhani,Tatic,
gpa,Gupa-Abawa,Nupe-Gbagyi,
gpn,Taiap,Papuan,
gqa,Ga'anda,Central Chadic,Latn
gqi,Guiqiong,Qiangic,
gqn,Kinikinao,Arawakan,
gqr,Gor,Sara,
gqu,Qau,Gelao,
gra,Rajput Garasia,Bhil,"Deva, Gujr"
grb,Grebo,Grebo,Latn
grc,Ancient Greek,Hellenic,"polytonic, Cprt"
grd,Guruntum,West Chadic,Latn
grg,Madi,Finisterre,Latn
grh,Gbiri-Niragu,Kauru,Latn
gri,Ghari,Southeast Solomonic,Latn
grj,Southern Grebo,Grebo,Latn
grm,Kota Marudu Talantang,Sabahan,Latn
gro,Groma,Tibetic,
grq,Gorovu,Papuan,Latn
grr,Taznatit,Berber,
grs,Gresi,Nimboran,Latn
grt,Garo,Bodo-Garo,"Latn, Beng, Brai"
gru,Kistane,Ethiopian Semitic,Latn
grv,Central Grebo,Grebo,Latn
grw,Gweda,Western Oceanic,Latn
grx,Guriaso,Kwomtari,Latn
gry,Barclayville Grebo,Grebo,Latn
grz,Guramalum,Western Oceanic,Latn
gse,Ghanaian Sign Language,sign,Latn
gsg,German Sign Language,German Sign Languages,Sgnw
gsl,Gusilay,Jola,Latn
gsm,Guatemalan Sign Language,sign,Latn
gsn,Gusan,Finisterre,Latn
gso,Southwest Gbaya,Southern Gbaya,Latn
gsp,Wasembo,Madang,Latn
gss,Greek Sign Language,sign,
gsw,Alemannic German,West Germanic,Latn
gta,Guató,isolate,Latn
gtu,Aghu Tharrnggala,Paman,Latn
gua,Shiki,Jarawan,Latn
gub,Guajajára,Tupi-Guarani,Latn
guc,Wayuu,Ta-Arawakan,Latn
gud,Yocoboué Dida,Dida,Latn
gue,Gurindji,Pama-Nyungan,Latn
guf,Gupapuyngu,Yolngu,Latn
gug,Paraguayan Guaraní,Tupi-Guarani,Latn
guh,Guahibo,Guahiban,Latn
gui,Eastern Bolivian Guaraní,Tupi-Guarani,Latn
guk,Gumuz,Nilo-Saharan,"Latn, Ethi"
gul,Gullah,creole or pidgin,Latn
gum,Guambiano,Barbacoan,Latn
gun,Mbyá Guaraní,Tupi-Guarani,Latn
guo,Guayabero,Guahiban,Latn
gup,Gunwinggu,Gunwinyguan,Latn
guq,Aché,Tupian,Latn
gur,Farefare,Moré,Latn
gus,Guinean Sign Language,sign,Latn
gut,Maléku Jaíka,Chibchan,Latn
guu,Yanomamö,Yanomami,Latn
guv,Gey,Savanna,Latn
guw,Gun,Gbe,Latn
gux,Gourmanchéma,Gurma,Latn
guz,Gusii,Logooli-Kuria,Latn
gva,Kaskihá,Mascoian,Latn
gvc,Guanano,Tucanoan,Latn
gve,Duwet,Western Oceanic,Latn
gvf,Golin,Trans-New Guinea,Latn
gvj,Guajá,Tupian,Latn
gvl,Gulay,Sara,Latn
gvm,Gurmana,Shiroro,Latn
gvn,Kuku-Yalanji,Pama-Nyungan,Latn
gvo,Gavião do Jiparaná,Tupian,Latn
gvp,Pará Gavião,Northern Jê,Latn
gvr,Western Gurung,Tamangic,Deva
gvs,Gumawana,Western Oceanic,Latn
gvy,Guyani,Pama-Nyungan,Latn
gwa,Mbato,Potou-Tano,Latn
gwb,Gwa,Jarawan,Latn
gwc,Kalami,Dardic,Arab
gwd,Gawwada,Cushitic,
gwe,Gweno,Chaga,Latn
gwf,Gowro,Dardic,
gwg,Moo,Bikwin-Jen,Latn
gwi,Gwich'in,North Athabaskan,Latn
gwj,Gcwi,Kalahari Khoe,Latinx
gwm,Awngthim,Paman,Latn
gwn,Gwandara,West Chadic,Latn
gwr,Gwere,Nyoro-Ganda,Latn
gwt,Gawar-Bati,Dardic,
gwu,Guwamu,Pama-Nyungan,Latn
gww,Kwini,Worrorran,Latn
gwx,Gua,Guang,Latn
gxx,Wè Southern,Wee,Latn
gya,Northwest Gbaya,Western Gbaya,Latn
gyb,Garus,Madang,Latn
gyd,Kayardild,Tangkic,Latn
gye,Gyem,Jera,Latn
gyf,Gungabula,Pama-Nyungan,Latn
gyg,Gbayi,Ngbandi,Latn
gyi,Gyele,Makaa-Njem,Latn
gyl,Gayil,Aroid,Latn
gym,Ngäbere,Chibchan,Latn
gyn,Guyanese Creole English,creole or pidgin,Latn
gyo,Gyalsumdo,Kyirong-Kagate,
gyr,Guarayu,Tupian,Latn
gyy,Gunya,Pama-Nyungan,Latn
gza,Ganza,Mao,Latn
gzn,Gane,Halmahera-Cenderawasih,Latn
haa,Hän,North Athabaskan,Latn
hab,Hanoi Sign Language,sign,Latn
hac,Gurani,Zaza-Gorani,ku-Arab
had,Hatam,West Papuan,
haf,Haiphong Sign Language,sign,
hag,Hanga,Dagbani,Latn
hah,Hahon,Western Oceanic,Latn
hai,Haida,isolate,Latn
haj,Hajong,mixed,"as-Beng, Latn"
hak,Hakka,Sinitic,Hani
hal,Halang,Mon-Khmer,
ham,Hewa,Sepik,
hao,Hakö,Western Oceanic,Latn
hap,Hupla,Trans-New Guinea,
har,Harari,Ethiopian Semitic,Ethi
has,Haisla,Wakashan,
hav,Havu,Shi-Havu,Latn
haw,Hawaiian,Eastern Polynesian,Latn
hax,Southern Haida,isolate,
hay,Haya,Haya-Jita,
haz,Hazaragi,Southwestern Iranian,
hba,Hamba,Tetela,
